ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,monthly_revenue,monthly_margin,CLV_60_months,survival_probability_12m,churn_risk_12m,CLV_12_months,valuable_customer,at_risk_customer,valuable_and_at_risk
392,Zone 2,72,60,Married,33,12,Did not complete high school,Yes,Male,Yes,No,Yes,Total service,No,0,60,39.0,1803.122006566284,0.9886734355054492,0.011326564494550828,441.95059675611645,True,False,False
393,Zone 1,61,43,Married,6,34,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1447.517877573554,0.8880785878175139,0.11192141218248608,417.25545257893083,True,False,False
394,Zone 3,54,27,Unmarried,3,27,High school degree,No,Female,Yes,Yes,No,Total service,No,0,60,39.0,1206.680534224856,0.8027282031926171,0.19727179680738294,395.3515465568848,True,True,True
395,Zone 3,28,36,Unmarried,3,42,Some college,No,Female,No,Yes,Yes,Plus service,No,0,45,29.25,917.084188175903,0.806092223452121,0.19390777654787905,297.0504888693494,False,True,False
396,Zone 2,28,38,Unmarried,8,119,Post-undergraduate degree,No,Male,Yes,Yes,No,Total service,Yes,1,60,39.0,1224.931428599979,0.8069457140608797,0.19305428593912033,396.29290311443003,True,True,True
397,Zone 2,32,43,Unmarried,13,146,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1198.516757483518,0.9354758061136539,0.06452419388634612,321.8604952696364,True,False,False
398,Zone 2,52,46,Unmarried,17,51,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,982.3886222757089,0.9587000509632663,0.04129994903673373,253.60824803846037,False,False,False
399,Zone 1,48,62,Unmarried,33,86,Did not complete high school,Yes,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1326.3123624307482,0.9807898741186851,0.019210125881314877,330.07282093415586,True,False,False
400,Zone 3,52,42,Married,17,27,Some college,No,Female,No,Yes,Yes,Plus service,No,0,45,29.25,1175.5587304629187,0.9253669361775181,0.07463306382248192,319.92745648055546,True,False,False
401,Zone 1,37,43,Unmarried,8,38,Some college,No,Male,No,No,No,E-service,No,0,35,22.75,930.3575757058677,0.9341427895597538,0.06585721044024617,250.12565573649528,False,False,False
402,Zone 1,41,52,Unmarried,26,928,Some college,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1263.956384402779,0.9595311289917323,0.04046887100826768,326.24308333110235,True,False,False
403,Zone 2,43,27,Married,3,21,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,891.4952796559663,0.913659865415066,0.08634013458493395,247.14496942806664,False,False,False
404,Zone 3,67,60,Unmarried,24,24,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1285.739903910076,0.9663995544218534,0.033600445578146565,327.4524211291556,True,False,False
405,Zone 3,61,52,Married,30,91,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,716.9458246061881,0.9682017384162965,0.03179826158370347,182.10274745339478,False,False,False
406,Zone 3,70,39,Married,20,38,High school degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1277.9712753799458,0.9636001204868921,0.03639987951310786,326.941323875711,True,False,False
407,Zone 3,44,32,Married,1,96,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1276.0602521300764,0.8279329050328404,0.17206709496715955,401.8543937725199,True,True,True
408,Zone 3,46,45,Unmarried,12,96,Some college,No,Male,No,Yes,No,E-service,No,0,35,22.75,868.5961300232677,0.9012631452541291,0.0987368547458709,245.3319442432819,False,False,False
409,Zone 3,39,34,Unmarried,2,54,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,522.7026429681456,0.8194038959127948,0.18059610408720517,166.50476471444458,False,True,False
410,Zone 2,39,59,Unmarried,20,1668,College degree,No,Female,Yes,Yes,No,E-service,No,0,35,22.75,917.3556565799167,0.9273728951245672,0.07262710487543278,249.14286599470748,False,False,False
411,Zone 2,50,29,Married,10,53,College degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1518.3707302206112,0.9104516523276275,0.08954834767237252,422.86343232375356,True,False,False
412,Zone 3,5,31,Unmarried,1,21,Some college,No,Female,No,No,No,Basic service,Yes,1,25,16.25,419.53270964082037,0.710183101911376,0.289816898088624,154.48689240990325,False,True,False
413,Zone 2,10,34,Unmarried,1,52,Post-undergraduate degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,661.3137064779999,0.7686258803120775,0.23137411968792254,225.34299640786787,False,True,False
414,Zone 1,72,69,Unmarried,45,17,Some college,Yes,Female,No,No,No,E-service,No,0,35,22.75,1073.1255265201016,0.9970410351901389,0.002958964809861131,258.9592879317904,True,False,False
415,Zone 2,68,60,Unmarried,40,262,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1358.8846768259955,0.990782919571638,0.009217080428362001,331.8407411798775,True,False,False
416,Zone 3,58,28,Unmarried,5,34,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,0,35,22.75,732.8151420725636,0.8218167310470583,0.17818326895294168,233.53116834386867,False,True,False
417,Zone 3,18,44,Married,10,107,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,622.4951617780174,0.9054217112322664,0.09457828876773355,175.78135683783947,False,False,False
418,Zone 1,65,45,Married,25,67,Post-undergraduate degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1315.2606727599996,0.9766256093244353,0.023374390675564682,329.30499751930716,True,False,False
419,Zone 3,8,45,Unmarried,1,37,College degree,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,743.5297826718129,0.8302136465401397,0.16978635345986026,235.20577930406688,False,True,False
420,Zone 2,1,20,Unmarried,1,21,High school degree,No,Female,Yes,No,No,Basic service,Yes,1,25,16.25,271.0067681651618,0.49811931770547985,0.5018806822945201,128.23334321221148,False,True,False
421,Zone 3,42,58,Unmarried,7,22,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,983.211739379358,0.9595349336952176,0.040465066304782416,253.74297653738046,False,False,False
422,Zone 1,4,25,Married,3,71,Some college,No,Female,Yes,Yes,No,Basic service,No,0,25,16.25,273.3061932857855,0.5021135221239681,0.4978864778760319,127.51228057747107,False,True,False
423,Zone 3,17,35,Unmarried,4,77,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1062.4356851365192,0.8794085082907918,0.12059149170920824,311.4789369885714,True,False,False
424,Zone 2,8,24,Married,1,18,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,978.8399760421053,0.6944549207764603,0.3055450792235397,365.5655530981683,False,True,False
425,Zone 1,49,37,Married,17,50,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,992.1889354010899,0.9633448928331839,0.03665510716681608,254.2704354954994,False,False,False
426,Zone 1,56,46,Married,21,33,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,965.9859450443454,0.9508398434824612,0.0491601565175388,252.48562539048604,False,False,False
427,Zone 1,62,57,Married,21,94,Did not complete high school,No,Male,No,No,Yes,Total service,No,0,60,39.0,1789.8818724619405,0.9856575862061057,0.014342413793894337,441.23976421482837,True,False,False
428,Zone 2,42,57,Married,25,209,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,716.1158657372681,0.9683924967106197,0.031607503289380334,182.13914516301213,False,False,False
429,Zone 1,13,32,Unmarried,7,31,College degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,963.4046747186729,0.8313885637714049,0.1686114362285951,302.25212500436857,False,False,False
430,Zone 1,69,46,Married,18,66,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,1018.246222393319,0.9744808295078361,0.0255191704921639,255.8226401924985,False,False,False
431,Zone 2,45,59,Unmarried,14,51,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,657.6379108773425,0.9288167754744874,0.07118322452551262,178.09959898818772,False,False,False
432,Zone 2,66,42,Married,18,118,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,1008.8560600930011,0.9703869831232722,0.029613016876727793,255.2483880945661,False,False,False
433,Zone 2,15,35,Unmarried,10,25,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,414.4761406510136,0.7033842822171216,0.29661571778287843,153.29782062523736,False,True,False
434,Zone 1,41,44,Married,1,59,Some college,No,Female,Yes,Yes,No,E-service,No,0,35,22.75,802.9690022268938,0.8638204437408329,0.1361795562591671,239.8021564112356,False,False,False
435,Zone 2,11,20,Unmarried,1,20,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,817.0571397447106,0.6074525661248309,0.3925474338751691,339.7471145380197,False,True,False
436,Zone 3,45,30,Married,0,63,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1255.1325653713156,0.8202068569924698,0.17979314300753024,399.85202891209946,True,True,True
437,Zone 1,52,62,Unmarried,23,36,College degree,No,Male,No,No,No,Basic service,No,0,25,16.25,694.6979517805287,0.9540933055339722,0.0459066944660278,180.68107604755198,False,False,False
438,Zone 1,42,56,Unmarried,24,72,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1575.2020586763508,0.9280026275009492,0.0719973724990508,427.2466375871858,True,False,False
439,Zone 2,48,35,Unmarried,11,50,Did not complete high school,No,Male,Yes,No,No,Plus service,No,0,45,29.25,1089.049032957509,0.8893506830208209,0.11064931697917912,313.1782587219704,True,False,False
440,Zone 3,4,31,Unmarried,5,39,High school degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,939.0619710455782,0.6751287267063467,0.3248712732936533,360.9391899939902,False,True,False
441,Zone 3,53,64,Married,10,54,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1608.5633863297526,0.9374560107612767,0.06254398923872329,429.55426278839616,True,False,False
442,Zone 3,1,59,Unmarried,4,9,Did not complete high school,Yes,Male,No,No,Yes,Plus service,No,0,45,29.25,1270.326620712173,0.9771479439831544,0.02285205601684559,330.4417737231081,True,False,False
443,Zone 3,19,30,Married,10,33,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1250.4207815365662,0.8168027488253092,0.18319725117469077,398.9412606698942,True,True,True
444,Zone 2,33,30,Unmarried,11,28,Did not complete high school,No,Male,No,No,Yes,Basic service,No,0,25,16.25,536.2201994115196,0.8311869578155863,0.16881304218441373,167.77607302395776,False,True,False
445,Zone 3,42,36,Married,14,44,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1233.5435062175143,0.9482343867796371,0.05176561322036288,324.1730197635841,True,False,False
446,Zone 1,60,32,Unmarried,12,34,College degree,No,Female,No,No,No,E-service,No,0,35,22.75,915.8346684492938,0.9260286078410458,0.07397139215895421,248.92269991980345,False,False,False
447,Zone 2,57,51,Married,7,68,College degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1264.8123401885123,0.9591731261890497,0.04082687381095029,326.14703924395593,True,False,False
448,Zone 1,64,39,Unmarried,5,37,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,581.92443578864,0.8714604682596094,0.12853953174039057,172.11074298612544,False,False,False
449,Zone 2,28,20,Married,1,18,Some college,No,Male,Yes,Yes,No,Total service,No,0,60,39.0,1093.838479256688,0.752423935999089,0.24757606400091103,381.6959128122257,True,True,True
450,Zone 1,29,35,Married,10,55,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,1201.8823312967631,0.9371285995228459,0.06287140047715412,322.1855685876267,True,False,False
451,Zone 1,46,31,Married,12,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1198.5911913796242,0.9346303708027364,0.06536962919726363,321.65487333884465,True,False,False
452,Zone 1,22,41,Married,9,29,Some college,No,Male,No,No,No,Basic service,Yes,1,25,16.25,606.7488039330373,0.8919552443269215,0.10804475567307847,174.32313850111126,False,False,False
453,Zone 2,10,56,Unmarried,26,9,High school degree,Yes,Male,No,No,No,Basic service,No,0,25,16.25,696.2023031214604,0.961923919909266,0.038076080090734044,181.70036879789805,False,False,False
454,Zone 3,50,41,Unmarried,16,138,High school degree,No,Female,No,No,No,E-service,Yes,1,35,22.75,961.7087640512487,0.9489782327149316,0.05102176728506835,252.22697047900047,False,False,False
455,Zone 1,55,65,Unmarried,34,28,College degree,Yes,Female,Yes,No,Yes,Total service,No,0,60,39.0,1791.251968081571,0.9861398285982592,0.013860171401740784,441.36229018312395,True,False,False
456,Zone 2,15,54,Unmarried,7,62,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,596.5344907036057,0.8853359921408661,0.11466400785913389,173.70838054881224,False,False,False
457,Zone 1,31,32,Married,13,37,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1350.607650413608,0.8545029003094882,0.14549709969051183,408.70547958566334,True,False,False
458,Zone 3,5,44,Unmarried,5,83,Did not complete high school,No,Female,No,No,No,E-service,Yes,1,35,22.75,931.1049157560516,0.9461493614535099,0.05385063854649008,252.54732862400658,False,False,False
459,Zone 2,69,63,Unmarried,28,168,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1338.119979149637,0.9841422995898848,0.01585770041011525,330.6538909891287,True,False,False
460,Zone 2,26,27,Married,4,33,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1180.945619676307,0.7889932069801519,0.21100679301984815,391.51714878207713,True,True,True
461,Zone 3,10,33,Married,2,66,Some college,No,Female,No,Yes,Yes,Basic service,Yes,1,25,16.25,398.9525521424226,0.6835174817823133,0.3164825182176867,150.94154782018816,False,True,False
462,Zone 1,26,30,Unmarried,9,18,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,60,39.0,1366.5562813891104,0.8603360511221236,0.13966394887787636,410.235041318507,True,False,False
463,Zone 3,25,30,Unmarried,0,20,Did not complete high school,No,Female,No,No,No,Plus service,No,0,45,29.25,1000.9592105716034,0.8487734692885621,0.15122653071143788,305.44016286087265,False,False,False
464,Zone 3,30,23,Married,4,19,Some college,No,Male,No,Yes,No,E-service,No,0,35,22.75,748.9988700924899,0.8299301498387046,0.1700698501612954,234.69369541270189,False,True,False
465,Zone 1,21,39,Married,7,25,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1205.3802243607554,0.9398522325515881,0.06014776744841188,322.77224707628767,True,False,False
466,Zone 1,71,46,Unmarried,27,119,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1560.7345499908643,0.9232362729479068,0.07676372705209322,426.02876136079544,True,False,False
467,Zone 3,11,48,Married,5,323,College degree,No,Male,No,Yes,Yes,Plus service,Yes,1,45,29.25,1095.5026471140538,0.8973321055259083,0.10266789447409175,315.1504522635116,True,False,False
468,Zone 1,24,30,Married,7,45,Did not complete high school,No,Female,No,No,Yes,Basic service,No,0,25,16.25,552.4922919765531,0.845622477823116,0.15437752217688405,169.35159093169875,False,False,False
469,Zone 1,65,59,Married,27,197,College degree,No,Male,No,No,No,E-service,No,0,35,22.75,1058.5880945005201,0.9914920393872512,0.008507960612748833,258.1975033180468,True,False,False
470,Zone 1,16,34,Married,13,56,Some college,No,Female,No,No,No,Basic service,Yes,1,25,16.25,593.3967533851993,0.8823617034252103,0.11763829657478975,173.3740378184206,False,False,False
471,Zone 3,37,51,Married,26,24,College degree,No,Male,No,No,No,E-service,No,0,35,22.75,1051.2824091407624,0.9893023033365557,0.010697696663444334,257.9163732067221,True,False,False
472,Zone 1,5,30,Unmarried,4,25,Some college,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,1013.648188160263,0.864391180707575,0.13560881929242496,309.6562715872757,False,False,False
473,Zone 1,3,55,Married,9,26,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,Yes,1,35,22.75,904.8370359033677,0.9367083046699287,0.06329169533007128,251.592114467725,False,False,False
474,Zone 1,5,32,Unmarried,6,33,College degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,329.80371707474853,0.5896514005094664,0.4103485994905336,139.3364673484675,False,True,False
475,Zone 1,60,44,Married,4,150,High school degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1582.8736015419656,0.929831165596295,0.07016883440370503,427.6646106097317,True,False,False
476,Zone 2,19,37,Married,4,99,High school degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,811.0290880065195,0.8696384518237793,0.1303615481762207,240.76417404200126,False,False,False
477,Zone 3,54,40,Unmarried,19,50,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1433.291457434632,0.8832946383930019,0.11670536160699807,416.0443839891361,True,False,False
478,Zone 2,25,41,Unmarried,3,81,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1107.4628826443436,0.8983188305276755,0.10168116947232453,314.954497444899,True,False,False
479,Zone 2,1,36,Unmarried,6,21,Did not complete high school,No,Male,No,No,No,E-service,Yes,1,35,22.75,905.0832643510863,0.9424676199033983,0.057532380096601665,252.91787691062018,False,False,False
480,Zone 3,54,68,Unmarried,7,273,Some college,No,Female,No,Yes,No,Basic service,No,0,25,16.25,599.1832753467618,0.8848513696076036,0.11514863039239642,173.51552635010108,False,False,False
481,Zone 1,14,31,Married,9,39,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,555.3042789776441,0.8497131969249228,0.15028680307507725,169.8991583217118,False,False,False
482,Zone 3,14,28,Married,7,17,High school degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,528.5937672473597,0.8247697335542398,0.17523026644576023,167.16616070387482,False,True,False
483,Zone 2,10,45,Married,8,115,Some college,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,889.3634539526746,0.9191692771539413,0.08083072284605874,248.35314997615583,False,False,False
